"Obj. ID","IAU name","Internal name/s","RA","DEC","Obj. Type","Redshift","Host name","Host redshift","Contrubuting group","Public","Associated groups","End prop. period","Spec. no.","LCs/Phot. no.","Discovery date","Peak-light date","Bibcode","Multi-type","Type-unclear","Remarks","Created by","Creation date","Modified by","Last-modified date"
"24466","SN 2023zdx","ZTF23absjgxb, ATLAS23wwp, PS24g","216.9028232","41.2597058","SN IIP","0.0088","","","TNS","Y","TNS","","2","0/0","","","","N","N","","TNS_Bot1","2023-12-12 23:05:07","TNS_Bot1","2023-12-12 23:05:07"
"24453","SN 2023zba","ZTF23abseqoa, ATLAS23wys","4.0012824","-0.303318","SN IIP","0.039","NGC 60","0.03937","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2023-12-11 11:05:07","TNS_Bot1","2023-12-11 11:05:07"
"24797","SN 2023zao","GOTO24R, Gaia24aef, PS23nmk, ATLAS23wuh","196.597542","35.233689","SN IIP","0.018","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2024-02-08 15:10:05","TNS_Bot1","2024-02-08 15:10:05"
"24623","SN 2023yol","Gaia23dqi, ZTF23absjheu, ATLAS23wlv, GOTO23bmj","187.032083","20.179989","SN IIP","0.0226","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2024-01-03 21:05:11","TNS_Bot1","2024-01-03 21:05:11"
"24625","SN 2023ylz","Gaia23dtj, ZTF23absirul, ATLAS23whu","151.587208","-6.256181","SN IIP","0.0188","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2024-01-03 21:05:11","TNS_Bot1","2024-01-03 21:05:11"
"24677","SN 2023xxs","Gaia23dsm, ATLAS23vvk","172.597125","-41.061789","SN IIP","0.012","","","ePESSTO+, TNS","Y","ePESSTO+, TNS","","1","0/0","","","","N","N","","WIS_Bot1","2024-01-12 10:25:30","WIS_Bot1","2024-01-12 10:25:30"
"24495","SN 2023xjl","ATLAS23viq","28.083713","-36.662631","SN IIP","0.048","","","ePESSTO+, TNS","Y","ePESSTO+, TNS","","1","0/0","","","","N","N","","WIS_Bot1","2023-12-16 10:22:16","Dr Ofer Yaron","2023-12-16 14:02:29"
"26285","SN 2023wuj","ATLAS23vzd, PS23knv, ZTF23abonlit","126.576516403","2.92463580493","SN IIP","0.030991","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2024-09-17 19:10:08","TNS_Bot1","2024-09-17 19:10:08"
"26287","SN 2023vci","PS23ljs, ZTF23abgmhgw","115.619458128","11.2473379049","SN IIP","0.029254","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2024-09-17 19:10:08","TNS_Bot1","2024-09-17 19:10:08"
"24119","SN 2023vcg","ZTF23abjwgre","359.0244627","29.377942","SN IIP","0.0231","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2023-10-19 11:05:06","TNS_Bot1","2023-10-19 11:05:06"
"24006","SN 2023slq","Gaia23cii, ATLAS23smr","237.100875","-23.609419","SN IIP","0.025","","","ePESSTO+, TNS","Y","ePESSTO+, TNS","","1","0/0","","","","N","N","","WIS_Bot1","2023-10-05 11:10:29","WIS_Bot1","2023-10-05 11:10:29"
"24036","SN 2023sba","ATLAS23tnm, GOTO23anu, ZTF23abcdorg","138.1543211","30.0450275","SN IIP","0.026454","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2023-10-06 13:05:09","TNS_Bot1","2023-10-06 13:05:09"
"24004","SN 2023rnm","Gaia23cko, PS23hue, ZTF23abawdgm, ATLAS23saz","43.984417","-18.619919","SN IIP","0.02","","","ePESSTO+, TNS","Y","ePESSTO+, TNS","","1","0/0","","","","N","N","","WIS_Bot1","2023-10-05 11:10:29","Dr Ofer Yaron","2023-10-05 15:02:57"
"23731","SN 2023pnt","GOTO23aaz","0.489804","9.888777","SN IIP","0.033603","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2023-08-17 15:05:06","TNS_Bot1","2023-08-17 15:05:06"
"26303","SN 2023nca","ZTF23aaqwpio","249.8598467","11.2126577","SN IIP","0.0233","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2024-09-17 21:10:07","TNS_Bot1","2024-09-17 21:10:07"
"23459","SN 2023lkg","ZTF23aapfyou","348.6641872","-9.4387507","SN IIP","0.032","SDSS J231439.13-092619.9","0.03244344","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2023-06-26 15:05:07","TNS_Bot1","2023-06-26 15:05:07"
"26314","SN 2023ewy","PS23cwc, ATLAS23hwr, ZTF23aaemeov","151.659900026","60.5448330992","SN IIP","0.0251529999","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2024-09-17 21:10:07","TNS_Bot1","2024-09-17 21:10:07"
"22905","SN 2023ewp","ATLAS23ihm, PS23buk, ZTF23aaelqpq","158.876548584","-0.0137670971352","SN IIP","0.0280000009","2dFGRS TGN361Z198","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2023-04-19 19:05:09","TNS_Bot1","2023-04-19 19:05:09"
"26316","SN 2023dxl","PS23dcp, ZTF23aadrtwf, ATLAS23ejh","202.368285023","33.8369360305","SN IIP","0.024754","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2024-09-17 21:10:07","TNS_Bot1","2024-09-17 21:10:07"
"22713","SN 2023czc","ZTF22abykdbm","153.8193855","5.3862361","SN IIP","0.031245","CGCG 036-072","0.031245","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2023-03-17 20:05:06","TNS_Bot1","2023-03-17 20:05:06"
"23003","SN 2023cmg","ZTF23aabkxss, ATLAS23cns","192.4158939","-14.7690562","SN IIP","0.163","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2023-05-01 23:05:07","TNS_Bot1","2023-05-01 23:05:07"
"23007","SN 2023bbo","ZTF23aaazgtw","282.9204807","27.230342","SN IIP","0.0515","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2023-05-02 00:05:06","TNS_Bot1","2023-05-02 00:05:06"
"22805","SN 2023avk","PS23va","220.172789144","13.4788698297","SN IIP","0.03","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2023-04-03 03:05:07","TNS_Bot1","2023-04-03 03:05:07"
"22741","SN 2023apm","ATLAS23bik, ZTF23aaawcwq","238.2315439","21.102409","SN IIP","0.016209","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2023-03-24 19:05:07","TNS_Bot1","2023-03-24 19:05:07"
"22491","SN 2023aeh","ATLAS23bdb","126.595431667","8.42119333333","SN IIP","0.045911","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2023-01-23 11:05:06","TNS_Bot1","2023-01-23 11:05:06"
"22490","SN 2023abq","KATS23B002","233.639042","41.136528","SN IIP","0.0318","UGC 9911","0.031832","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2023-01-23 03:05:06","TNS_Bot1","2023-01-23 03:05:06"
"22438","SN 2023fu","ATLAS23ajm, ZTF23aaaigqy","46.5885902","36.0197405","SN IIP","0.016438","IC 1874","","TNS","Y","TNS","","2","0/0","","","","N","N","","TNS_Bot1","2023-01-13 23:05:06","TNS_Bot1","2023-01-13 23:05:06"
"22216","SN 2022acko","DLT22v","49.912375","-19.395242","SN IIP","0.00526","NGC1300","","TNS, ePESSTO+","Y","ePESSTO+, TNS","","38","0/0","","","","N","N","","TNS_Bot1","2022-12-07 04:05:08","TNS_Bot1","2022-12-07 04:05:08"
"22075","SN 2022aang","ATLAS22bmab","119.84097","18.11147","SN IIP","0.01573","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2022-11-18 15:05:07","TNS_Bot1","2022-11-18 15:05:07"
"22066","SN 2022aaiy","ZTF22abtlsvn, ATLAS22blxz","19.4818958","28.9460033","SN IIP","0.035","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2022-11-18 08:05:06","TNS_Bot1","2022-11-18 08:05:06"
"26249","SN 2022wma","PS22kwc, ZTF22abkblgi","126.858433475","1.84887961865","SN IIP","0.031395","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2024-09-14 21:10:05","TNS_Bot1","2024-09-14 21:10:05"
"21803","SN 2022vyc","ATLAS22bgvb, Gaia22eas, ZTF22abhsxph","68.293042","76.568169","SN IIP","0.026308","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2022-10-13 11:05:06","TNS_Bot1","2022-10-13 11:05:06"
"22128","SN 2022voe","ATLAS22bklm, ZTF22abinbxm, Gaia22dzj","140.459125","54.062411","SN IIP","0.032276","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2022-11-24 05:05:09","TNS_Bot1","2022-11-24 05:05:09"
"21770","SN 2022qze","PS22gwr","29.8373405928","19.0105201477","SN IIP","0.008246","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2022-10-06 11:05:08","TNS_Bot1","2022-10-06 11:05:08"
"21215","SN 2022paf","PS22gll, ZTF22aatpwfw","331.360089811","-0.53295698352","SN IIP","0.031092","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2022-08-02 12:05:07","TNS_Bot1","2022-08-02 12:05:07"
"23990"," 2022ojo","ATLAS22swi","26.148417","37.697411","SN IIP","0.019","","","TNS","Y","KITS, TNS","","4","0/0","","","","N","N","","Dr Samaporn Tinyanont","2023-10-04 06:34:00","Dr Samaporn Tinyanont","2023-10-04 06:34:00"
"21291","SN 2022npv","PS22gcb, ATLAS22rxw, ZTF22aapqaqe","283.369200667","68.4754260681","SN IIP","0.025177","VII Zw 848","0.025177","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2022-08-16 23:05:06","TNS_Bot1","2022-08-16 23:05:06"
"26332","SN 2022lym","PS22ftk, ZTF22aamwveh","333.623142684","5.02649004045","SN IIP","0.028066","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2024-09-17 22:10:06","TNS_Bot1","2024-09-17 22:10:06"
"21107","SN 2022jpi","ATLAS22ppm, PS22ejo, ZTF22aaiidyo","243.180216418","28.3031914466","SN IIP","0.024181","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2022-07-17 14:05:06","TNS_Bot1","2022-07-17 14:05:06"
"20796","SN 2022jnh","ATLAS22nvt, PS22ebq, ZTF22aajivyw","242.902883594","4.88242564248","SN IIP","0.04","SDSS J161136.85+045251.4","0.03980023","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2022-05-23 15:05:07","TNS_Bot1","2022-05-23 15:05:07"
"20921","SN 2022iyl","PS22fbx, ZTF22aaijrci","314.533582623","0.452831442924","SN IIP","0.0301","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2022-06-11 03:05:07","TNS_Bot1","2022-06-11 03:05:07"
"26351","SN 2022dpo","ZTF22aacecnj","256.1791045","34.5561071","SN IIP","0.0328669995","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2024-09-18 23:10:07","TNS_Bot1","2024-09-18 23:10:07"
"26352","SN 2022cru","ZTF22aaahubo","125.8596556","-4.9184687","SN IIP","0.0229090005","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2024-09-18 23:10:07","TNS_Bot1","2024-09-18 23:10:07"
"20667","SN 2022btc","PS22avy","194.197219716","5.89916382092","SN IIP","0.055","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2022-05-03 00:05:09","TNS_Bot1","2022-05-03 00:05:09"
"20475","SN 2022bqc","PS22bmb, ZTF22aaajmfu, ATLAS22fdy","164.613629","24.373061","SN IIP","0.02","","","ePESSTO+, TNS","Y","ePESSTO+, TNS","","1","0/0","","","","N","N","","WIS_Bot1","2022-03-22 12:20:42","WIS_Bot1","2022-03-22 12:20:42"
"20250","SN 2022bll","Gaia22alq","76.242458","-68.533631","SN IIP","0.02","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2022-02-12 06:05:07","TNS_Bot1","2022-02-12 06:05:07"
"20222","SN 2022big","ATLAS22dbf","71.964305","-41.3290783333","SN IIP","0.018","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2022-02-09 09:05:06","TNS_Bot1","2022-02-09 09:05:06"
"20175","SN 2022bcf","ATLAS22dxh","70.4189577778","-8.70652666667","SN IIP","0.016","","","TNS, ePESSTO+","Y","ePESSTO+, TNS","","2","0/0","","","","N","N","","TNS_Bot1","2022-02-03 09:05:07","TNS_Bot1","2022-02-03 09:05:07"
"20171","SN 2022auh","ATLAS22dqc","74.0203466667","1.99069666667","SN IIP","0.03","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2022-02-02 01:05:08","TNS_Bot1","2022-02-02 01:05:08"
"20080","SN 2021afud","Gaia21fqt, ATLAS21bnfn, ZTF21acqxomi","136.67125","-10.008039","SN IIP","0.025","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2022-01-19 23:05:08","TNS_Bot1","2022-01-19 23:05:08"
"19913","SN 2021adwc","ZTF21acnidcg","178.25764900000001","-7.62480035","SN IIP","0.0242299996","WISEA J115302.43-073730.4","0.02423","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2021-12-09 23:05:09","TNS_Bot1","2021-12-09 23:05:09"
"26359","SN 2021addc","ZTF21ackrkqq","58.4102846","37.2631445","SN IIP","0.0186","UGC 02889","0.018613","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2024-09-18 23:10:07","TNS_Bot1","2024-09-18 23:10:07"
"26356","SN 2021acpw","ATLAS22dpa, ZTF18aajlxhe","183.5326077","51.2298821","SN IIP","0.0271","SDSS J121407.84+511349.0","0.02717403","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2024-09-18 23:10:07","TNS_Bot1","2024-09-18 23:10:07"
"19679","SN 2021acpm","ATLAS21bkxc, ZTF21acjmvhx","78.0958161","-13.2054332","SN IIP","0.04","WISEA J051223.07-131220.9","","TNS, ePESSTO+","Y","ePESSTO+, TNS","","2","0/0","","","","N","N","","TNS_Bot1","2021-11-05 23:05:11","TNS_Bot1","2021-11-05 23:05:11"
"19765","SN 2021acls","ATLAS21bkzz, ZTF21acjbcqw","326.6371927","-14.6494674","SN IIP","0.03809","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2021-11-12 22:05:06","TNS_Bot1","2021-11-12 22:05:06"
"19625","SN 2021abxi","ZTF21aciobmz, ATLAS21bkje","93.14407109999999","51.1593256","SN IIP","0.02","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2021-10-31 15:05:06","TNS_Bot1","2021-10-31 15:05:06"
"19419","SN 2021zjl","PS21kez","4.19826900456","-30.3940214994","SN IIP","0.0522","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2021-10-04 12:06:12","TNS_Bot1","2021-10-04 12:06:12"
"19326","SN 2021ytn","ATLAS21bgpf","92.2501186667","-13.9274473333","SN IIP","0.02","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2021-09-17 16:05:08","TNS_Bot1","2021-09-17 16:05:08"
"26364","SN 2021yez","ZTF21abylipp","319.9175083","37.5273939","SN IIP","0.026001","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2024-09-18 23:10:07","TNS_Bot1","2024-09-18 23:10:07"
"19310","SN 2021wde","ZTF21abclmdl","114.40622102500001","41.95176475","SN IIP","0.0197","UGC 03933","0.019677","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2021-09-15 22:05:11","TNS_Bot1","2021-09-15 22:05:11"
"18883","SN 2021uwz","ATLAS21sog, PS21imn","339.51319986","35.0174716502","SN IIP","0.02","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2021-08-05 17:05:07","TNS_Bot1","2021-08-05 17:05:07"
"18813","SN 2021udi","Gaia21dmh","353.150625","-0.738761","SN IIP","0.01","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2021-07-31 16:05:07","TNS_Bot1","2021-07-31 16:05:07"
"18913","SN 2021udc","ZTF21abnuldi, ATLAS21bcim, PS21irf","33.8602972625","34.7405462125","SN IIP","0.03","","","TNS","Y","TNS","","2","0/0","","","","N","N","","TNS_Bot1","2021-08-07 17:05:07","TNS_Bot1","2021-08-07 17:05:07"
"19028","SN 2021tgm","PS21itk, ATLAS21bbcq, ZTF21abicfyx","15.6571523152","10.3851229238","SN IIP","0.049","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2021-08-20 15:05:11","TNS_Bot1","2021-08-20 15:05:11"
"19640","SN 2021svy","Gaia21dnv, ZTF21abkajar, PS21iaa, ATLAS21bbds","197.340917","30.922339","SN IIP","0.017","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2021-11-02 01:05:08","TNS_Bot1","2021-11-02 01:05:08"
"26369","SN 2021pnh","ZTF21abfoytp","237.71098389999997","22.23784665","SN IIP","0.031432","UGC 10059","0.031432","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2024-09-19 00:10:05","TNS_Bot1","2024-09-19 00:10:05"
"18489","SN 2021nip","PS21ety, ATLAS21prb, ZTF21abcixor","244.210033637","12.6429314153","SN IIP","0.033","SDSS J161650.37+123834.6","","TNS","Y","TNS","","2","0/0","","","","N","N","","TNS_Bot1","2021-06-08 00:05:07","TNS_Bot1","2021-06-08 00:05:07"
"26375","SN 2021ncm","ATLAS21bcqw, ZTF21abcgymx","16.8889606","39.3976112","SN IIP","0.0195770003","","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2024-09-19 18:10:06","TNS_Bot1","2024-09-19 18:10:06"
"18669","SN 2021mlh","ATLAS21rei, PS21ehp, ZTF21abavqaz","261.36941403","63.1451385217","SN IIP","0.189","SDSS J172528.79+630842.4","","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2021-07-08 02:05:06","TNS_Bot1","2021-07-08 02:05:06"
"18126","SN 2021iaw","ATLAS21kml, ZTF18aaszvfn","215.782866","50.2208441","SN IIP","0.026901","WISEA J142308.04+501316.9","0.026901","TNS","Y","TNS","","1","0/0","","","","N","N","","TNS_Bot1","2021-04-19 01:05:05","TNS_Bot1","2021-04-19 01:05:05"
"18039","SN 2021htf","ATLAS21lap, PS21cwd, ZTF21aarbhhp","153.443996","-0.908594","SN IIP","0.0424","","","ePESSTO+, TNS","Y","ePESSTO+, TNS","","1","0/0","","","","N","N","","WIS_Bot1","2021-04-12 14:04:22","WIS_Bot1","2021-04-12 14:04:22"
